,年,週,年齡別,縣市,腸病毒急診就診人次
16427,2014,23,0,台東縣,1
16428,2014,23,7-15,基隆市,4
16429,2014,26,4-6,新北市,33
16430,2014,27,1-3,雲林縣,30
16431,2014,27,1-3,澎湖縣,1
16432,2014,27,0,台中市,8
16433,2008,15,0,新竹市,2
16434,2008,15,7-15,新竹市,1
16435,2008,16,0,嘉義縣,1
16436,2008,17,1-3,台中市,16
16437,2008,17,4-6,宜蘭縣,5
16438,2008,17,7-15,高雄市,6
16439,2008,19,0,高雄市,7
16440,2008,19,7-15,高雄市,7
16441,2008,20,1-3,雲林縣,28
16442,2008,20,4-6,台中市,12
16443,2008,20,4-6,金門縣,1
16444,2008,21,0,基隆市,5
16445,2008,23,0,台南市,4
16446,2008,24,0,澎湖縣,1
16447,2008,25,4-6,台南市,42
16448,2008,25,4-6,嘉義市,14
16449,2008,25,0,澎湖縣,4
16450,2008,25,7-15,澎湖縣,6
16451,2008,26,16+,台中市,5
16452,2008,26,4-6,屏東縣,9
16453,2008,27,0,高雄市,4
16454,2008,27,16+,台中市,2
16455,2010,35,4-6,新北市,21
16456,2010,35,0,嘉義市,2
16457,2010,36,0,苗栗縣,1
16458,2010,36,7-15,嘉義縣,1
16459,2010,37,1-3,南投縣,12
16460,2010,37,1-3,新北市,63
16461,2010,38,0,雲林縣,1
16462,2010,38,4-6,新竹市,30
16463,2010,39,1-3,金門縣,2
16464,2010,39,1-3,南投縣,26
16465,2010,39,1-3,新北市,35
16466,2010,39,4-6,花蓮縣,5
16467,2010,39,7-15,嘉義縣,2
16468,2010,40,16+,宜蘭縣,2
16469,2010,40,16+,新北市,1
16470,2010,40,4-6,苗栗縣,2
16471,2010,41,16+,嘉義市,1
16472,2010,41,1-3,新竹市,56
16473,2010,41,4-6,屏東縣,5
16474,2010,41,7-15,桃園市,3
16475,2010,43,0,宜蘭縣,1
16476,2010,43,7-15,高雄市,40
16477,2010,44,4-6,新北市,10
16478,2012,25,7-15,嘉義縣,5
16479,2012,26,1-3,花蓮縣,8
16480,2012,26,4-6,桃園市,36
16481,2012,26,7-15,苗栗縣,5
16482,2012,27,0,苗栗縣,1
16483,2012,28,16+,台東縣,1
16484,2012,28,0,基隆市,3
16485,2012,29,4-6,雲林縣,5
16486,2012,30,16+,新北市,1
16487,2012,30,4-6,苗栗縣,5
16488,2012,30,0,金門縣,2
16489,2012,31,0,台南市,2
16490,2012,31,0,新北市,6
16491,2012,32,1-3,新竹市,15
16492,2012,34,0,高雄市,2
16493,2012,34,1-3,屏東縣,4
16494,2012,34,7-15,新北市,1
16495,2012,35,1-3,屏東縣,5
16496,2012,36,1-3,新北市,10
16497,2012,37,1-3,新北市,12
16498,2012,39,1-3,高雄市,21
16499,2012,39,4-6,宜蘭縣,3
16500,2012,41,0,高雄市,1
16501,2011,25,7-15,嘉義市,1
16502,2011,26,16+,台北市,3
16503,2011,26,7-15,南投縣,1
16504,2011,26,7-15,新北市,8
16505,2011,28,7-15,屏東縣,1
16506,2011,30,0,台中市,6
16507,2011,31,1-3,彰化縣,45
16508,2011,31,4-6,嘉義市,2
16509,2011,32,1-3,南投縣,17
16510,2011,33,4-6,嘉義縣,3
16511,2011,33,0,高雄市,17
16512,2011,33,7-15,台北市,7
16513,2011,34,1-3,台東縣,3
16514,2011,34,4-6,南投縣,3
16515,2011,34,7-15,花蓮縣,1
16516,2011,35,0,台北市,3
16517,2011,35,4-6,台中市,13
16518,2011,36,0,高雄市,2
16519,2011,37,0,南投縣,1
16520,2011,38,1-3,台北市,38
16521,2011,38,7-15,嘉義縣,2
16522,2011,39,7-15,新竹市,3
16523,2014,47,0,花蓮縣,1
16524,2014,49,0,宜蘭縣,4
16525,2014,50,1-3,台北市,17
16526,2014,51,4-6,南投縣,1
16527,2014,52,0,雲林縣,1
16528,2014,52,7-15,花蓮縣,1
16529,2015,1,1-3,苗栗縣,1
16530,2015,3,4-6,台中市,1
16531,2015,5,1-3,彰化縣,12
16532,2015,5,4-6,台南市,2
16533,2015,5,4-6,嘉義市,2
16534,2015,6,1-3,台北市,10
16535,2015,6,7-15,台中市,4
16536,2015,7,0,台南市,1
16537,2015,8,1-3,台南市,8
16538,2015,8,4-6,苗栗縣,1
16539,2015,9,1-3,新竹市,1
16540,2015,12,0,新北市,1
16541,2015,13,4-6,台北市,9
16542,2015,14,16+,彰化縣,1
16543,2015,14,0,基隆市,1
16544,2015,14,0,彰化縣,1
16545,2015,15,1-3,苗栗縣,1
16546,2008,27,1-3,新竹市,82
16547,2008,27,4-6,南投縣,3
16548,2008,28,16+,新北市,1
16549,2008,28,1-3,嘉義市,12
16550,2008,28,4-6,花蓮縣,4
16551,2008,28,0,新北市,7
16552,2008,29,1-3,新竹縣,5
16553,2008,30,1-3,澎湖縣,2
16554,2008,30,7-15,雲林縣,2
16555,2008,32,4-6,苗栗縣,2
16556,2008,32,0,新北市,4
16557,2008,33,1-3,彰化縣,17
16558,2008,34,0,彰化縣,2
16559,2008,35,1-3,宜蘭縣,4
16560,2008,36,0,台中市,3
16561,2008,36,16+,台北市,1
16562,2008,36,1-3,雲林縣,9
16563,2008,36,4-6,台南市,1
16564,2008,36,0,台北市,5
16565,2008,36,0,桃園市,4
16566,2008,37,4-6,台南市,2
16567,2008,37,4-6,高雄市,13
16568,2008,37,4-6,嘉義市,3
16569,2009,41,0,新北市,2
16570,2009,41,7-15,高雄市,1
16571,2009,44,4-6,台南市,2
16572,2009,45,1-3,高雄市,9
16573,2009,46,16+,彰化縣,1
16574,2009,48,1-3,台南市,10
16575,2009,48,7-15,澎湖縣,3
16576,2009,50,4-6,台南市,4
16577,2009,50,4-6,花蓮縣,1
16578,2009,50,4-6,桃園市,1
16579,2009,51,7-15,台北市,2
16580,2010,1,0,新北市,2
16581,2010,3,4-6,台北市,5
16582,2010,5,1-3,花蓮縣,2
16583,2010,5,4-6,桃園市,3
16584,2010,7,4-6,彰化縣,9
16585,2010,7,0,台南市,1
16586,2010,8,0,彰化縣,1
16587,2010,9,0,彰化縣,1
16588,2010,9,0,台南市,2
16589,2010,10,1-3,台北市,23
16590,2010,11,4-6,嘉義縣,3
16591,2010,11,0,高雄市,3
16592,2014,11,4-6,苗栗縣,1
16593,2014,12,0,桃園市,2
16594,2014,13,4-6,台中市,9
16595,2014,15,1-3,宜蘭縣,1
16596,2014,16,0,台中市,4
16597,2014,16,0,彰化縣,6
16598,2014,17,4-6,新北市,9
16599,2014,17,4-6,嘉義市,5
16600,2014,17,7-15,彰化縣,1
16601,2014,19,0,新北市,1
16602,2014,19,0,台中市,14
16603,2014,19,7-15,彰化縣,1
16604,2014,20,1-3,宜蘭縣,12
16605,2014,21,0,基隆市,2
16606,2014,22,1-3,桃園市,124
16607,2014,22,7-15,嘉義縣,5
16608,2014,23,0,澎湖縣,1
16609,2014,24,4-6,澎湖縣,3
16610,2014,24,0,台東縣,1
16611,2014,24,0,台南市,8
16612,2014,26,0,屏東縣,1
16613,2014,26,1-3,彰化縣,46
16614,2014,26,4-6,台中市,36
16615,2010,7,1-3,嘉義市,5
16616,2010,7,0,屏東縣,1
16617,2010,9,0,屏東縣,1
16618,2010,10,16+,台南市,1
16619,2010,10,0,高雄市,1
16620,2010,10,7-15,台南市,2
16621,2010,12,4-6,基隆市,4
16622,2010,13,4-6,南投縣,1
16623,2010,13,4-6,新北市,7
16624,2010,13,7-15,台東縣,1
16625,2010,14,4-6,台南市,9
16626,2010,14,7-15,澎湖縣,1
16627,2010,15,0,桃園市,5
16628,2010,16,7-15,台中市,4
16629,2010,17,16+,台北市,4
16630,2010,17,1-3,桃園市,33
16631,2010,17,0,台北市,11
16632,2010,17,7-15,台中市,5
16633,2010,18,1-3,嘉義縣,5
16634,2010,18,7-15,新北市,5
16635,2010,19,0,南投縣,1
16636,2010,19,0,新北市,1
16637,2013,31,16+,宜蘭縣,1
16638,2013,31,4-6,南投縣,8
16639,2013,32,0,高雄市,3
16640,2013,32,0,新北市,3
16641,2013,32,1-3,金門縣,1
16642,2013,33,1-3,新北市,49
16643,2013,33,4-6,基隆市,4
16644,2013,33,7-15,台中市,8
16645,2013,34,0,屏東縣,1
16646,2013,34,0,新竹市,4
16647,2013,34,0,嘉義市,1
16648,2013,34,7-15,嘉義市,2
16649,2013,34,7-15,彰化縣,3
16650,2013,35,0,高雄市,10
16651,2013,35,7-15,彰化縣,5
16652,2013,36,0,桃園市,11
16653,2013,38,0,台北市,6
16654,2013,39,0,台東縣,1
16655,2013,39,0,新北市,6
16656,2013,40,1-3,高雄市,44
16657,2013,40,0,南投縣,1
16658,2013,41,4-6,屏東縣,1
16659,2013,41,7-15,台北市,9
16660,2010,44,7-15,桃園市,3
16661,2010,45,1-3,新竹市,13
16662,2010,46,16+,花蓮縣,1
16663,2010,46,1-3,屏東縣,7
16664,2010,47,4-6,新竹市,7
16665,2010,47,7-15,嘉義縣,1
16666,2010,49,4-6,新竹市,5
16667,2010,50,4-6,南投縣,1
16668,2010,51,16+,台中市,1
16669,2010,52,1-3,基隆市,3
16670,2011,1,1-3,基隆市,1
16671,2011,1,1-3,新北市,8
16672,2011,3,4-6,嘉義市,1
16673,2011,5,7-15,雲林縣,1
16674,2011,6,7-15,高雄市,4
16675,2011,7,1-3,雲林縣,1
16676,2011,7,7-15,台北市,2
16677,2011,9,0,高雄市,3
16678,2011,9,7-15,嘉義市,1
16679,2011,11,1-3,花蓮縣,6
16680,2011,12,1-3,台南市,4
16681,2011,12,1-3,屏東縣,1
16682,2011,13,4-6,台中市,3
16683,2014,20,0,雲林縣,1
16684,2014,21,4-6,嘉義市,24
16685,2014,21,0,金門縣,2
16686,2014,21,7-15,澎湖縣,3
16687,2014,22,1-3,彰化縣,122
16688,2014,22,4-6,屏東縣,3
16689,2014,23,16+,彰化縣,1
16690,2014,23,1-3,花蓮縣,9
16691,2014,23,4-6,花蓮縣,2
16692,2014,23,4-6,雲林縣,19
16693,2014,23,7-15,新竹市,17
16694,2014,24,4-6,南投縣,4
16695,2014,24,4-6,新北市,37
16696,2014,24,0,台中市,13
16697,2014,25,4-6,新北市,30
16698,2014,26,1-3,桃園市,74
16699,2014,26,0,花蓮縣,1
16700,2014,26,7-15,嘉義縣,3
16701,2014,27,0,台北市,5
16702,2014,27,0,基隆市,2
16703,2014,28,1-3,台東縣,5
16704,2014,29,16+,台中市,3
16705,2011,39,0,新北市,6
16706,2011,39,7-15,高雄市,5
16707,2011,40,0,台北市,1
16708,2011,41,0,新竹市,2
16709,2011,42,4-6,嘉義市,8
16710,2011,43,4-6,高雄市,18
16711,2011,44,1-3,苗栗縣,2
16712,2011,45,0,新竹縣,1
16713,2011,46,16+,南投縣,1
16714,2011,46,16+,新北市,1
16715,2011,46,1-3,台北市,43
16716,2011,46,4-6,苗栗縣,2
16717,2011,47,1-3,台南市,24
16718,2011,47,7-15,桃園市,7
16719,2011,48,7-15,高雄市,5
16720,2011,49,1-3,台北市,47
16721,2011,50,1-3,苗栗縣,3
16722,2011,50,0,嘉義市,1
16723,2011,51,0,新竹縣,1
16724,2011,52,1-3,新北市,19
16725,2011,52,7-15,南投縣,2
16726,2012,1,1-3,苗栗縣,3
16727,2013,40,4-6,新竹市,5
16728,2013,42,1-3,桃園市,32
16729,2013,43,0,台中市,2
16730,2013,44,7-15,台北市,6
16731,2013,45,1-3,嘉義市,13
16732,2013,47,0,新北市,2
16733,2013,47,7-15,高雄市,9
16734,2013,48,0,台北市,3
16735,2013,48,0,基隆市,1
16736,2013,49,0,新北市,2
16737,2013,51,1-3,基隆市,4
16738,2013,52,1-3,台北市,23
16739,2013,52,7-15,台南市,2
16740,2013,52,7-15,桃園市,3
16741,2014,1,7-15,宜蘭縣,1
16742,2014,2,0,宜蘭縣,1
16743,2014,2,7-15,雲林縣,1
16744,2014,3,1-3,新北市,19
16745,2014,3,1-3,嘉義市,4
16746,2014,4,1-3,苗栗縣,3
16747,2014,5,0,新竹市,1
16748,2014,5,0,澎湖縣,2
16749,2014,6,1-3,新竹市,9
16750,2010,36,4-6,屏東縣,3
16751,2010,36,4-6,新竹市,15
16752,2010,37,1-3,嘉義市,15
16753,2010,39,16+,基隆市,2
16754,2010,39,4-6,屏東縣,3
16755,2010,41,1-3,新竹縣,7
16756,2010,41,0,嘉義縣,2
16757,2010,43,7-15,桃園市,5
16758,2010,44,0,台北市,2
16759,2010,44,0,桃園市,1
16760,2010,45,0,基隆市,1
16761,2010,45,0,新竹市,4
16762,2010,45,7-15,新竹市,8
16763,2010,46,16+,高雄市,8
16764,2010,46,1-3,花蓮縣,1
16765,2010,46,0,台東縣,1
16766,2010,46,7-15,基隆市,4
16767,2010,47,16+,高雄市,6
16768,2010,47,1-3,花蓮縣,6
16769,2010,47,1-3,苗栗縣,2
16770,2010,47,4-6,宜蘭縣,1
16771,2010,47,0,基隆市,1
16772,2010,47,7-15,基隆市,1
16773,2013,45,1-3,宜蘭縣,9
16774,2013,45,0,台北市,9
16775,2013,45,7-15,台北市,11
16776,2013,46,1-3,高雄市,24
16777,2013,46,1-3,彰化縣,9
16778,2013,46,4-6,台南市,13
16779,2013,47,1-3,雲林縣,5
16780,2013,47,4-6,台南市,4
16781,2013,47,7-15,新北市,2
16782,2013,48,0,桃園市,6
16783,2013,49,7-15,新北市,2
16784,2013,50,16+,桃園市,1
16785,2013,50,1-3,宜蘭縣,5
16786,2013,50,1-3,新竹市,5
16787,2013,50,4-6,嘉義縣,1
16788,2014,3,4-6,嘉義市,6
16789,2014,4,1-3,宜蘭縣,3
16790,2014,4,0,屏東縣,1
16791,2014,5,1-3,台中市,36
16792,2014,5,0,彰化縣,5
16793,2014,6,1-3,屏東縣,2
16794,2014,6,1-3,雲林縣,4
16795,2014,25,0,基隆市,2
16796,2014,25,7-15,彰化縣,8
16797,2014,26,1-3,雲林縣,34
16798,2014,26,4-6,台南市,20
16799,2014,27,7-15,桃園市,19
16800,2014,28,7-15,高雄市,5
16801,2014,29,1-3,雲林縣,2
16802,2014,29,4-6,台南市,8
16803,2014,29,0,桃園市,4
16804,2014,30,4-6,台北市,19
16805,2014,31,4-6,台東縣,1
16806,2014,32,0,新北市,1
16807,2014,33,7-15,基隆市,1
16808,2014,36,0,新竹市,1
16809,2014,37,0,桃園市,2
16810,2014,38,0,高雄市,2
16811,2014,38,0,台南市,4
16812,2014,38,0,嘉義市,2
16813,2014,39,4-6,台中市,7
16814,2014,40,4-6,台南市,6
16815,2014,41,4-6,雲林縣,3
16816,2014,43,0,彰化縣,1
16817,2014,20,7-15,彰化縣,5
16818,2014,21,4-6,花蓮縣,3
16819,2014,21,4-6,桃園市,37
16820,2014,21,4-6,雲林縣,16
16821,2014,22,0,屏東縣,2
16822,2014,23,7-15,雲林縣,6
16823,2014,24,0,台北市,3
16824,2014,24,0,基隆市,1
16825,2014,24,1-3,花蓮縣,19
16826,2014,24,4-6,彰化縣,29
16827,2014,25,4-6,台中市,57
16828,2014,26,0,新竹市,9
16829,2014,27,7-15,高雄市,11
16830,2014,29,0,高雄市,7
16831,2014,29,7-15,連江縣,1
16832,2014,30,4-6,台東縣,3
16833,2014,30,4-6,台南市,8
16834,2014,30,4-6,新竹市,5
16835,2014,30,7-15,雲林縣,4
16836,2014,30,7-15,澎湖縣,1
16837,2014,32,16+,台中市,2
16838,2014,32,1-3,桃園市,14
16839,2010,43,7-15,台北市,28
16840,2010,44,4-6,台中市,11
16841,2010,45,4-6,南投縣,3
16842,2010,46,1-3,台中市,22
16843,2010,47,0,新北市,4
16844,2010,47,7-15,彰化縣,1
16845,2010,48,0,新竹市,3
16846,2010,49,7-15,高雄市,6
16847,2010,49,7-15,彰化縣,4
16848,2011,1,16+,新竹市,3
16849,2011,4,0,桃園市,1
16850,2011,7,1-3,彰化縣,3
16851,2011,9,1-3,嘉義市,2
16852,2011,9,1-3,彰化縣,8
16853,2011,10,1-3,澎湖縣,1
16854,2011,11,1-3,基隆市,1
16855,2011,11,0,雲林縣,1
16856,2011,14,16+,新北市,1
16857,2011,14,0,新北市,2
16858,2011,15,16+,新北市,1
16859,2011,15,7-15,新北市,1
16860,2011,17,7-15,台北市,5
16861,2011,18,4-6,台中市,1
16862,2015,36,4-6,台中市,26
16863,2015,36,0,新竹縣,1
16864,2015,36,0,彰化縣,1
16865,2015,37,0,彰化縣,1
16866,2015,40,1-3,花蓮縣,14
16867,2015,40,0,新竹市,3
16868,2015,41,4-6,宜蘭縣,7
16869,2015,41,0,新北市,5
16870,2015,42,16+,新北市,1
16871,2015,42,1-3,台南市,31
16872,2015,42,4-6,苗栗縣,2
16873,2015,44,0,嘉義縣,2
16874,2015,45,1-3,屏東縣,16
16875,2015,45,4-6,彰化縣,5
16876,2015,48,1-3,雲林縣,13
16877,2015,49,4-6,台東縣,2
16878,2015,50,0,彰化縣,1
16879,2015,50,4-6,新竹市,2
16880,2015,51,7-15,台中市,3
16881,2016,1,1-3,雲林縣,6
16882,2016,1,7-15,台東縣,1
16883,2016,2,1-3,彰化縣,16
16884,2008,46,4-6,桃園市,6
16885,2008,47,1-3,南投縣,2
16886,2008,50,1-3,新竹市,6
16887,2008,51,7-15,基隆市,2
16888,2008,52,0,台南市,1
16889,2009,5,0,嘉義市,1
16890,2009,10,1-3,花蓮縣,4
16891,2009,10,4-6,桃園市,2
16892,2009,12,1-3,嘉義市,2
16893,2009,14,4-6,嘉義縣,2
16894,2009,15,4-6,基隆市,1
16895,2009,15,4-6,嘉義縣,1
16896,2009,16,4-6,台南市,1
16897,2009,16,7-15,新北市,5
16898,2009,17,16+,雲林縣,1
16899,2009,17,7-15,新北市,4
16900,2009,19,1-3,台北市,40
16901,2009,19,4-6,台南市,9
16902,2009,19,4-6,苗栗縣,1
16903,2009,19,0,新北市,4
16904,2009,21,0,新北市,2
16905,2009,22,1-3,苗栗縣,6
16906,2009,22,4-6,屏東縣,2
16907,2010,29,1-3,苗栗縣,7
16908,2010,30,1-3,桃園市,127
16909,2010,31,0,台北市,33
16910,2010,31,0,台東縣,1
16911,2010,31,7-15,台東縣,3
16912,2010,31,7-15,嘉義市,2
16913,2010,32,0,台北市,9
16914,2010,32,4-6,嘉義市,7
16915,2010,32,0,台南市,7
16916,2010,35,0,台中市,2
16917,2010,35,0,新北市,9
16918,2010,36,0,新北市,1
16919,2010,36,1-3,台北市,113
16920,2010,36,4-6,苗栗縣,2
16921,2010,37,16+,新北市,4
16922,2010,37,1-3,台北市,95
16923,2010,37,1-3,苗栗縣,2
16924,2010,38,1-3,花蓮縣,5
16925,2010,39,1-3,台中市,102
16926,2010,39,1-3,嘉義市,29
16927,2010,39,4-6,苗栗縣,1
16928,2010,40,4-6,雲林縣,2
16929,2010,40,0,高雄市,15
16930,2013,41,16+,高雄市,1
16931,2013,41,16+,新竹市,1
16932,2013,43,0,台北市,3
16933,2013,44,1-3,台南市,13
16934,2013,44,4-6,台南市,4
16935,2013,44,7-15,新北市,3
16936,2013,45,1-3,台南市,21
16937,2013,45,7-15,雲林縣,1
16938,2013,46,4-6,宜蘭縣,5
16939,2013,48,4-6,屏東縣,1
16940,2013,50,1-3,花蓮縣,3
16941,2013,51,1-3,高雄市,21
16942,2013,51,0,彰化縣,3
16943,2013,51,7-15,台中市,2
16944,2013,52,16+,台北市,2
16945,2014,2,1-3,南投縣,2
16946,2014,2,4-6,新北市,9
16947,2014,2,7-15,台中市,3
16948,2014,3,16+,新北市,1
16949,2014,3,7-15,雲林縣,1
16950,2014,4,1-3,花蓮縣,2
16951,2014,6,1-3,澎湖縣,5
16952,2011,1,16+,高雄市,1
16953,2011,1,7-15,台北市,2
16954,2011,2,1-3,雲林縣,1
16955,2011,2,4-6,台南市,2
16956,2011,4,1-3,台南市,7
16957,2011,6,16+,宜蘭縣,1
16958,2011,6,0,苗栗縣,1
16959,2011,7,16+,宜蘭縣,1
16960,2011,7,0,花蓮縣,1
16961,2011,8,1-3,花蓮縣,2
16962,2011,9,1-3,新北市,11
16963,2011,9,0,宜蘭縣,1
16964,2011,11,1-3,澎湖縣,1
16965,2011,13,1-3,台北市,5
16966,2011,13,1-3,桃園市,3
16967,2011,13,1-3,高雄市,4
16968,2011,13,7-15,台中市,2
16969,2011,14,0,台北市,2
16970,2011,15,7-15,嘉義市,3
16971,2011,18,1-3,嘉義縣,2
16972,2011,19,4-6,花蓮縣,1
16973,2011,20,4-6,屏東縣,1
16974,2014,27,7-15,台東縣,1
16975,2014,28,0,高雄市,2
16976,2014,28,16+,嘉義市,1
16977,2014,28,7-15,南投縣,2
16978,2014,29,0,嘉義市,1
16979,2014,29,4-6,屏東縣,2
16980,2014,29,4-6,高雄市,12
16981,2014,29,7-15,桃園市,5
16982,2014,31,0,彰化縣,1
16983,2014,32,7-15,屏東縣,1
16984,2014,33,4-6,桃園市,3
16985,2014,33,4-6,雲林縣,1
16986,2014,34,4-6,基隆市,4
16987,2014,35,0,宜蘭縣,2
16988,2014,35,7-15,宜蘭縣,1
16989,2014,36,7-15,雲林縣,1
16990,2014,37,7-15,彰化縣,1
16991,2014,39,4-6,台北市,12
16992,2014,41,1-3,嘉義縣,2
16993,2014,42,7-15,新北市,6
16994,2014,43,1-3,雲林縣,2
16995,2014,43,4-6,澎湖縣,1
16996,2014,45,7-15,雲林縣,1
16997,2012,21,7-15,台南市,25
16998,2012,22,7-15,新竹縣,1
16999,2012,23,0,彰化縣,2
17000,2012,23,1-3,澎湖縣,2
17001,2012,27,0,嘉義市,3
17002,2012,27,4-6,高雄市,29
17003,2012,28,1-3,花蓮縣,8
17004,2012,28,0,台中市,10
17005,2012,29,4-6,新竹市,16
17006,2012,31,16+,高雄市,2
17007,2012,32,16+,彰化縣,1
17008,2012,33,0,屏東縣,1
17009,2012,33,16+,嘉義縣,1
17010,2012,33,4-6,彰化縣,5
17011,2012,34,0,桃園市,5
17012,2012,34,7-15,基隆市,1
17013,2012,35,1-3,台南市,13
17014,2012,35,4-6,宜蘭縣,3
17015,2012,35,0,台北市,2
17016,2012,35,7-15,台北市,6
17017,2012,36,7-15,澎湖縣,1
17018,2012,38,4-6,花蓮縣,1
17019,2012,41,16+,台中市,2
17020,2014,26,0,宜蘭縣,2
17021,2014,27,1-3,彰化縣,48
17022,2014,28,0,嘉義縣,1
17023,2014,28,0,屏東縣,1
17024,2014,29,4-6,台中市,24
17025,2014,31,16+,台中市,2
17026,2014,31,7-15,雲林縣,3
17027,2014,32,4-6,雲林縣,3
17028,2014,32,0,嘉義市,1
17029,2014,32,7-15,台中市,7
17030,2014,32,7-15,嘉義市,1
17031,2014,33,1-3,台北市,23
17032,2014,33,7-15,台南市,4
17033,2014,34,0,基隆市,1
17034,2014,35,7-15,基隆市,2
17035,2014,36,1-3,澎湖縣,3
17036,2014,37,0,彰化縣,1
17037,2014,38,16+,台北市,2
17038,2014,39,0,苗栗縣,1
17039,2014,40,7-15,雲林縣,2
17040,2014,40,7-15,嘉義縣,3
17041,2014,41,1-3,高雄市,16
17042,2013,25,16+,新竹市,3
17043,2013,25,4-6,台中市,48
17044,2013,25,7-15,新竹市,12
17045,2013,26,16+,高雄市,7
17046,2013,27,16+,高雄市,3
17047,2013,27,7-15,高雄市,15
17048,2013,28,1-3,台中市,108
17049,2013,28,1-3,台北市,112
17050,2013,28,1-3,嘉義市,35
17051,2013,28,0,金門縣,3
17052,2013,28,0,屏東縣,7
17053,2013,28,0,新北市,12
17054,2013,29,16+,高雄市,2
17055,2013,29,1-3,台東縣,1
17056,2013,30,1-3,新竹市,21
17057,2013,30,7-15,彰化縣,3
17058,2013,31,4-6,新竹市,11
17059,2013,31,7-15,花蓮縣,2
17060,2013,32,1-3,新北市,46
17061,2013,32,4-6,花蓮縣,1
17062,2013,33,0,桃園市,5
17063,2013,34,16+,彰化縣,1
17064,2015,15,7-15,彰化縣,1
17065,2015,17,1-3,雲林縣,4
17066,2015,17,0,台北市,1
17067,2015,18,16+,台北市,6
17068,2015,18,0,高雄市,3
17069,2015,18,7-15,台北市,7
17070,2015,19,4-6,台南市,12
17071,2015,19,4-6,嘉義市,3
17072,2015,19,0,台北市,8
17073,2015,20,16+,彰化縣,2
17074,2015,21,1-3,嘉義縣,4
17075,2015,21,7-15,新北市,7
17076,2015,22,16+,金門縣,1
17077,2015,22,1-3,嘉義市,14
17078,2015,22,7-15,金門縣,3
17079,2015,23,4-6,雲林縣,2
17080,2015,24,1-3,屏東縣,10
17081,2015,24,4-6,基隆市,4
17082,2015,25,4-6,基隆市,1
17083,2015,25,4-6,彰化縣,18
17084,2015,26,4-6,桃園市,24
17085,2015,26,0,雲林縣,4
17086,2016,25,4-6,金門縣,1
17087,2016,25,4-6,屏東縣,9
17088,2016,26,0,花蓮縣,1
17089,2016,26,1-3,新北市,34
17090,2016,27,1-3,新竹縣,4
17091,2016,28,1-3,金門縣,2
17092,2016,29,0,花蓮縣,1
17093,2016,29,16+,澎湖縣,1
17094,2016,29,7-15,澎湖縣,1
17095,2016,30,7-15,台北市,7
17096,2016,30,7-15,台南市,6
17097,2016,32,4-6,基隆市,3
17098,2016,32,0,花蓮縣,2
17099,2016,34,1-3,基隆市,2
17100,2016,34,4-6,台北市,10
17101,2016,35,1-3,基隆市,4
17102,2016,35,0,桃園市,4
17103,2016,36,4-6,新竹市,1
17104,2016,37,1-3,高雄市,43
17105,2016,37,4-6,新竹市,5
17106,2016,38,0,台南市,2
17107,2016,38,1-3,彰化縣,20
17108,2014,29,1-3,桃園市,24
17109,2014,29,0,雲林縣,1
17110,2014,29,0,嘉義縣,2
17111,2014,29,7-15,雲林縣,3
17112,2014,30,16+,彰化縣,1
17113,2014,30,0,新竹市,2
17114,2014,30,7-15,高雄市,4
17115,2014,31,16+,台北市,5
17116,2014,31,4-6,台中市,17
17117,2014,31,0,彰化縣,6
17118,2014,32,0,台中市,4
17119,2014,32,7-15,台北市,10
17120,2014,33,1-3,台中市,34
17121,2014,34,1-3,屏東縣,4
17122,2014,34,4-6,屏東縣,1
17123,2014,34,4-6,新竹市,2
17124,2014,34,4-6,嘉義市,8
17125,2014,35,1-3,新竹市,5
17126,2014,36,1-3,新北市,14
17127,2014,36,4-6,台北市,7
17128,2014,38,0,苗栗縣,2
17129,2014,38,7-15,基隆市,1
17130,2014,39,7-15,台中市,5
17131,2013,42,1-3,基隆市,9
17132,2013,43,16+,台北市,4
17133,2013,43,1-3,連江縣,2
17134,2013,43,0,高雄市,7
17135,2013,44,4-6,彰化縣,1
17136,2013,44,0,宜蘭縣,1
17137,2013,45,0,新竹市,1
17138,2013,47,4-6,桃園市,12
17139,2013,49,1-3,南投縣,1
17140,2013,49,4-6,桃園市,14
17141,2013,49,7-15,台中市,4
17142,2013,51,1-3,台東縣,1
17143,2014,1,16+,台北市,4
17144,2014,1,1-3,苗栗縣,2
17145,2014,2,7-15,台北市,4
17146,2014,3,0,彰化縣,1
17147,2014,3,7-15,彰化縣,2
17148,2014,4,4-6,新竹市,1
17149,2014,4,4-6,彰化縣,1
17150,2014,5,4-6,高雄市,10
17151,2014,5,0,苗栗縣,4
17152,2014,5,7-15,宜蘭縣,2
17153,2014,47,4-6,高雄市,7
17154,2014,48,1-3,台北市,23
17155,2014,48,1-3,新竹市,6
17156,2014,48,0,高雄市,5
17157,2014,50,0,新竹市,1
17158,2014,52,16+,台中市,1
17159,2014,52,4-6,宜蘭縣,2
17160,2014,52,0,台中市,2
17161,2014,53,7-15,花蓮縣,1
17162,2015,1,1-3,台南市,10
17163,2015,1,1-3,高雄市,12
17164,2015,2,1-3,雲林縣,3
17165,2015,2,4-6,新北市,1
17166,2015,2,0,台中市,1
17167,2015,3,7-15,新北市,1
17168,2015,4,4-6,宜蘭縣,5
17169,2015,5,4-6,宜蘭縣,1
17170,2015,7,4-6,彰化縣,5
17171,2015,8,7-15,彰化縣,2
17172,2015,10,1-3,台北市,15
